20230101,41201,8271,10303,18574,8639,7616,16255,34829,1359,1683,3042,0,0,0,0,3,3,9,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,1184,2623,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,184,172,356,0,0,0,174,123,297,0,0,0,0,0,0,0,0,0,1,1,2,0,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230102,55978,13060,13956,27016,11562,10234,21796,48812,1445,1300,2745,0,0,0,3,6,9,10,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2270,1671,3941,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,212,223,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230103,54291,13631,13047,26678,10688,10231,20919,47597,1294,1405,2699,0,0,0,3,3,6,31,180,211,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1951,1623,3574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,92,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,19,36,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230104,48184,10582,11751,22333,10117,8527,18644,40977,1648,1697,3345,2,3,5,17,11,28,39,176,215,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1664,1569,3233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,192,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230105,45979,10156,11979,22135,9121,9039,18160,40295,1504,1386,2890,3,0,3,6,13,19,43,47,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1159,1398,2557,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,63,45,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230106,45402,9830,11576,21406,9158,8131,17289,38695,1539,1893,3432,0,3,3,0,7,7,40,151,191,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1206,1453,2659,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,213,177,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230107,54538,12930,13884,26814,10332,11005,21337,48151,1260,1393,2653,10,0,10,25,15,40,16,9,25,0,1,1,0,0,0,0,0,0,0,0,0,4,0,4,1344,1633,2977,0,0,0,62,25,87,0,0,0,0,0,0,3,1,4,0,0,0,232,345,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230108,51671,10274,12429,22703,10181,10340,20521,43224,1823,1953,3776,0,1,1,0,2,2,9,353,362,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1622,1980,3602,0,0,0,39,76,115,14,24,38,0,0,0,4,1,5,0,0,0,227,317,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230109,50477,10164,11761,21925,10010,11066,21076,43001,1287,1305,2592,0,0,0,0,23,23,17,213,230,11,11,22,0,0,0,0,0,0,0,0,0,0,6,6,1736,2148,3884,0,0,0,144,48,192,0,0,0,0,0,0,0,0,0,0,0,0,280,232,512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20230110,49993,10517,12280,22797,10140,10193,20333,43130,1334,1608,2942,1,1,2,4,1,5,4,71,75,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1525,1672,3197,0,0,0,88,55,143,0,0,0,0,0,0,1,0,1,0,0,0,218,271,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
