20160101,122001,17218,24141,41359,19389,25771,45160,86519,5784,6917,12701,1608,1571,3179,1,1,2,23,28,51,0,0,0,11,0,11,0,0,0,65,72,137,0,4,4,3776,4822,8598,3756,2662,6418,0,0,0,444,13,457,0,0,0,5,8,13,0,0,0,1730,2018,3748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,110,44,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160102,123103,20838,24043,44881,22009,25331,47340,92221,5713,6416,12129,0,0,0,3,5,8,31,38,69,0,0,0,4,5,9,0,0,0,249,317,566,0,0,0,3775,4700,8475,2573,2798,5371,0,0,0,18,43,61,0,0,0,3,1,4,0,0,0,1919,1943,3862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,129,239,0,0,0,0,0,0,9,80,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160103,142623,22275,25480,47755,27530,28130,55660,103415,7819,8140,15959,1506,259,1765,44,35,79,9,180,189,3,3,6,3,0,3,0,0,0,89,149,238,0,0,0,4784,5490,10274,2500,3005,5505,0,0,0,20,450,470,0,0,0,4,4,8,0,0,0,2160,2386,4546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,82,74,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160104,128328,23177,24841,48018,22478,27504,49982,98000,6087,6830,12917,1,0,1,1,2,3,28,173,201,1,0,1,0,4,4,0,0,0,76,134,210,0,6,6,4411,5149,9560,1351,1956,3307,0,0,0,20,24,44,0,0,0,0,7,7,0,0,0,1625,2131,3756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,170,252,0,0,0,0,0,0,10,49,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160105,108688,17711,20850,38561,19350,25609,44959,83520,5612,6130,11742,5,1,6,1,0,1,25,284,309,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4145,5168,9313,0,0,0,0,0,0,21,0,21,0,0,0,6,0,6,0,0,0,1540,2199,3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160106,103315,15925,18482,34407,17538,23594,41132,75539,4249,5153,9402,0,2,2,18,17,35,42,237,279,1,1,2,1,10,11,0,0,0,280,334,614,0,0,0,3786,4551,8337,2040,2869,4909,0,0,0,11,26,37,156,173,329,2,1,3,0,0,0,1667,2104,3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,14,14,0,0,0,21,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160107,97701,16330,17413,33743,17326,20522,37848,71591,5388,5738,11126,2,3,5,85,88,173,41,183,224,0,1,1,0,0,0,0,0,0,0,0,0,4,0,4,3562,4199,7761,1592,2061,3653,0,0,0,15,14,29,0,0,0,1,0,1,0,0,0,1425,1640,3065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,16,17,0,0,0,34,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160108,106992,18623,18406,37029,21230,22154,43384,80413,5538,5536,11074,41,26,67,37,55,92,119,50,169,12,0,12,0,1,1,0,0,0,62,45,107,0,5,5,4028,3835,7863,1776,1591,3367,0,0,0,33,18,51,0,0,0,1,0,1,0,0,0,1885,1780,3665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,9,9,0,0,0,55,39,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160109,105764,17880,17854,35734,22200,20295,42495,78229,5218,4938,10156,6,5,11,18,11,29,54,95,149,1,0,1,2,2,4,0,0,0,299,316,615,2,4,6,4142,3821,7963,2866,1904,4770,0,0,0,45,12,57,0,0,0,2,2,4,0,0,0,1653,1604,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,299,403,0,10,10,0,0,0,99,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160110,118965,18176,20921,39097,22961,25086,48047,87144,6244,6955,13199,69,36,105,50,26,76,28,164,192,0,0,0,0,0,0,0,0,0,62,83,145,4,0,4,4282,4590,8872,1964,3017,4981,0,0,0,12,80,92,0,0,0,3,14,17,0,0,0,1820,2152,3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,6,0,8,8,0,0,0,40,112,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160111,110834,18091,21361,39452,20376,24309,44685,84137,4466,5602,10068,0,8,8,1,3,4,31,30,61,4,3,7,0,0,0,0,0,0,39,70,109,0,0,0,3916,4731,8647,2182,2221,4403,0,0,0,19,14,33,0,0,0,12,1,13,0,0,0,1150,1841,2991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,164,265,0,22,22,0,0,0,4,62,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160112,102606,15189,16966,32155,21814,21586,43400,75555,5430,5812,11242,1,14,15,5,3,8,81,96,177,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4332,4445,8777,1510,1609,3119,0,0,0,25,13,38,0,0,0,1,17,18,0,0,0,1807,1798,3605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,12,0,21,21,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160113,104186,16989,18007,34996,22489,19868,42357,77353,5173,4960,10133,0,5,5,22,53,75,12,70,82,16,0,16,0,0,0,0,0,0,321,316,637,0,0,0,4364,4210,8574,1739,1448,3187,0,0,0,19,14,33,168,150,318,18,11,29,0,0,0,1990,1700,3690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,30,30,0,0,0,7,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160114,110897,19730,17803,37533,24648,20898,45546,83079,6161,5393,11554,6,5,11,61,105,166,57,149,206,0,11,11,0,9,9,0,0,0,76,39,115,0,0,0,4643,4019,8662,2010,1582,3592,0,0,0,21,13,34,0,0,0,6,4,10,0,0,0,1846,1531,3377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,11,2,6,8,0,0,0,17,35,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20160115,127717,21439,20939,42378,26926,25419,52345,94723,7635,6147,13782,44,74,118,70,517,587,32,63,95,0,13,13,0,0,0,0,0,0,91,25,116,0,0,0,5177,4637,9814,2771,1453,4224,0,0,0,70,8,78,0,0,0,6,0,6,0,0,0,2332,1748,4080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,7,11,0,0,0,59,8,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
